Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Restated Date";"Shares (Basic)";"Shares (Diluted)";Revenue;"Provision for Loan Losses";"Net Revenue after Provisions";"Total Non-Interest Expense";"Operating Income (Loss)";"Non-Operating Income (Loss)";"Pretax Income (Loss)";"Income Tax (Expense) Benefit, Net";"Income (Loss) from Continuing Operations";"Net Extraordinary Gains (Losses)";"Net Income";"Net Income (Common)"
FMBH;743187;USD;2015;Q1;2015-03-31;2015-05-11;2016-05-06;7024678;8389408;17411000;-265000;17146000;-10804000;6342000;;6342000;-2303000;4039000;;4039000;3489000
FMBH;743187;USD;2015;Q2;2015-06-30;2015-08-07;2016-08-05;7198980;8563773;17881000;-143000;17738000;-11230000;6508000;;6508000;-2352000;4156000;;4156000;3606000
FMBH;743187;USD;2015;Q3;2015-09-30;2015-11-09;2016-11-09;8421397;9784533;19005000;-481000;18524000;-12882000;5642000;;5642000;-1979000;3663000;;3663000;3113000
FMBH;743187;USD;2015;Q4;2015-12-31;2016-03-04;2018-03-06;8456905;9813042;21999000;-429000;21570000;-14332000;7238000;;7238000;-2584000;4654000;;4654000;4104000
FMBH;743187;USD;2016;Q1;2016-03-31;2016-05-06;2017-05-10;8455507;9816265;22731000;-113000;22618000;-15171000;7447000;;7447000;-2641000;4806000;;4806000;4256000
FMBH;743187;USD;2016;Q2;2016-06-30;2016-08-05;2017-08-04;9152709;9844872;22429000;-733000;21696000;-14143000;7553000;;7553000;-2624000;4929000;;4929000;4654000
FMBH;743187;USD;2016;Q3;2016-09-30;2016-11-09;2017-11-06;10497072;10504046;24521000;-1081000;23440000;-15320000;8120000;;8120000;-2812000;5308000;;5308000;5308000
FMBH;743187;USD;2016;Q4;2016-12-31;2017-03-06;2018-03-06;12491108;12489657;28435000;-899000;27536000;-16876000;10660000;;10660000;-3863000;6797000;;6797000;6797000
FMBH;743187;USD;2017;Q1;2017-03-31;2017-05-10;2018-05-04;12475728;12485743;30268000;-1722000;28546000;-19202000;9344000;;9344000;-3080000;6264000;;6264000;6264000
FMBH;743187;USD;2017;Q2;2017-06-30;2017-08-04;2018-08-07;12491757;12499931;31922000;-1840000;30082000;-17955000;12127000;;12127000;-3927000;8200000;;8200000;8200000
FMBH;743187;USD;2017;Q3;2017-09-30;2017-11-06;2017-11-06;12528674;12535809;30534000;-1489000;29045000;-17912000;11133000;;11133000;-3538000;7595000;;7595000;7595000
FMBH;743187;USD;2017;Q4;2017-12-31;2018-03-02;2018-03-06;12630477;12624653;30685000;-2411000;28274000;-19152000;9122000;;9122000;-4497000;4625000;;4625000;4625000
FMBH;743187;USD;2018;Q1;2018-03-31;2018-05-04;2018-05-04;12671017;12688247;30682000;-1055000;29627000;-18374000;11253000;;11253000;-2863000;8390000;;8390000;8390000
FMBH;743187;USD;2018;Q2;2018-06-30;2018-08-07;2018-08-07;13956674;13974048;35815000;-1877000;33938000;-20796000;13142000;;13142000;-3105000;10037000;;10037000;10037000
FMBH;743187;USD;2018;Q3;2018-09-30;2018-11-09;2018-11-09;15290539;15306218;38006000;-2551000;35455000;-24490000;10965000;;10965000;-2731000;8234000;;8234000;8234000
FMBH;743187;USD;2018;Q4;2018-12-31;2019-03-05;2019-03-05;16030274;16033827;42649000;-3184000;39465000;-26320000;13145000;;13145000;-3206000;9939000;;9939000;9939000
FMBH;743187;USD;2019;Q1;2019-03-31;2019-05-07;2019-05-07;16665999;16704779;46891000;-947000;45944000;-28310000;17634000;;17634000;-4318000;13316000;;13316000;13316000
FNB;446814;USD;2010;Q2;2010-06-30;2010-08-05;2011-08-05;113878018;114315174;99116000;-12239000;86877000;-63084000;23793000;;24601000;-6679000;17922000;;17922000;17922000
FNB;446814;USD;2010;Q3;2010-09-30;2010-11-05;2011-11-08;113983990;114486251;99049000;-12313000;86736000;-64175000;22561000;;23453000;-6236000;17217000;;17217000;17217000
FNB;446814;USD;2010;Q4;2010-12-31;2011-02-25;2013-02-28;114079543;114261132;100922000;-10807000;90115000;-57781000;32334000;;33209000;-9676000;23533000;;23533000;23533000
FNB;446814;USD;2011;Q1;2011-03-31;2011-05-06;2012-05-09;120193233;120952973;104948000;-8228000;96720000;-70411000;26309000;;22930000;-5755000;17175000;;17175000;17175000
FNB;446814;USD;2011;Q2;2011-06-30;2011-08-05;2012-08-08;123254895;124094789;107576000;-8551000;99025000;-68208000;30817000;;31032000;-8670000;22362000;;22362000;22362000
FNB;446814;USD;2011;Q3;2011-09-30;2011-11-08;2012-11-08;126473473;127341543;109375000;-8573000;100802000;-68935000;31867000;;32242000;-8469000;23773000;;23773000;23773000
FNB;446814;USD;2011;Q4;2011-12-31;2012-02-28;2014-02-28;126662095;127659007;114339000;-8289000;106050000;-71010000;35040000;;32847000;-9110000;23737000;;23737000;23737000
FNB;446814;USD;2012;Q1;2012-03-31;2012-05-09;2013-05-09;138898581;140386625;121857000;-6572000;115285000;-79679000;35606000;;29421000;-7839000;21582000;;21582000;21582000
FNB;446814;USD;2012;Q2;2012-06-30;2012-08-08;2013-08-08;139093641;140534032;126548000;-7027000;119521000;-78165000;41356000;;41750000;-12620000;29130000;;29130000;29130000
FNB;446814;USD;2012;Q3;2012-09-30;2012-11-08;2013-11-08;139228812;140764052;127168000;-8429000;118739000;-76994000;41745000;;42833000;-12090000;30743000;;30743000;30743000
FNB;446814;USD;2012;Q4;2012-12-31;2013-02-28;2015-02-27;139320054;140875951;128530000;-9274000;119256000;-76386000;42870000;;40179000;-11224000;28955000;;28955000;28955000
FNB;446814;USD;2013;Q1;2013-03-31;2013-05-09;2014-05-09;139650495;141066190;126708000;-7541000;119167000;-78450000;40717000;;40365000;-11827000;28538000;;28538000;28538000
FNB;446814;USD;2013;Q2;2013-06-30;2013-08-08;2014-08-08;144380873;145844164;133443000;-7903000;125540000;-81181000;44359000;;41413000;-12220000;29193000;;29193000;29193000
FNB;446814;USD;2013;Q3;2013-09-30;2013-11-08;2014-11-07;144759887;146446442;132064000;-7280000;124784000;-82260000;42524000;;41611000;-9977000;31634000;;31634000;31634000
FNB;446814;USD;2013;Q4;2013-12-31;2014-02-28;2016-02-26;155956673;157881220;139605000;-8366000;131239000;-88069000;43170000;;39171000;-10732000;28439000;;28439000;28439000
FNB;446814;USD;2014;Q1;2014-03-31;2014-05-09;2015-05-08;162186395;163967246;149895000;-7006000;142889000;-88848000;54041000;;48723000;-14199000;34524000;;34524000;32202000
FNB;446814;USD;2014;Q2;2014-06-30;2014-08-08;2015-08-07;166185080;167867608;153382000;-10405000;142977000;-91752000;51225000;;50393000;-15562000;34831000;;34831000;32821000
FNB;446814;USD;2014;Q3;2014-09-30;2014-11-07;2015-11-06;167260386;168884127;158171000;-11197000;146974000;-93943000;53031000;;51127000;-15736000;35391000;;35391000;33381000
FNB;446814;USD;2014;Q4;2014-12-31;2015-02-27;2017-02-23;173759763;175596399;163123000;-10040000;153083000;-95099000;57984000;;56427000;-17123000;39304000;;39304000;37294000
FNB;446814;USD;2015;Q1;2015-03-31;2015-05-08;2016-05-06;174152283;175825976;160103000;-8136000;151967000;-94655000;57312000;;57312000;-16969000;40343000;;40343000;38333000
FNB;446814;USD;2015;Q2;2015-06-30;2015-08-07;2016-08-05;174940911;176361840;163519000;-8864000;154655000;-96128000;58527000;;58156000;-18025000;40131000;;40131000;38121000
FNB;446814;USD;2015;Q3;2015-09-30;2015-11-06;2016-11-07;175343789;176512832;166560000;-10777000;155783000;-96837000;58946000;;57634000;-17581000;40053000;;40053000;38043000
FNB;446814;USD;2015;Q4;2015-12-31;2016-02-26;2017-02-23;175450157;176655164;170450000;-12664000;157786000;-99896000;57890000;;56540000;-17418000;39122000;;39122000;37111000
FNB;446814;USD;2016;Q1;2016-03-31;2016-05-06;2017-05-08;193585702;194877922;186398000;-11768000;174630000;-111708000;62922000;;37982000;-11850000;26132000;;26132000;24122000
FNB;446814;USD;2016;Q2;2016-06-30;2016-08-05;2016-08-05;210106985;211675449;205780000;-16640000;189140000;-119078000;70062000;;59511000;-18211000;41300000;;41300000;39290000
FNB;446814;USD;2016;Q3;2016-09-30;2016-11-07;2016-11-07;210306834;211790730;210746000;-14639000;196107000;-120751000;75356000;;75057000;-22889000;52168000;;52168000;50158000
FNB;446814;USD;2016;Q4;2016-12-31;2017-02-23;2017-02-23;210978471;212730335;210349000;-12705000;197644000;-122157000;75487000;;73838000;-22547000;51291000;;51291000;49280000
FNB;446814;USD;2017;Q1;2017-03-31;2017-05-08;2017-05-08;237379260;239254649;227868000;-10850000;217018000;-134831000;82187000;;29463000;-6484000;22979000;;22979000;20969000
FNB;446814;USD;2017;Q2;2017-06-30;2017-08-04;2017-08-04;323303460;324867759;284493000;-16756000;267737000;-162360000;105377000;;104023000;-29617000;74406000;;74406000;72396000
FNB;446814;USD;2017;Q3;2017-09-30;2017-11-06;2017-11-06;323410932;324904768;291382000;-16768000;274614000;-162362000;112252000;;110871000;-33178000;77693000;;77693000;75683000
FNB;446814;USD;2017;Q4;2017-12-31;2018-02-28;2018-02-28;324687528;326404728;295140000;-16699000;278441000;-165475000;112966000;;111912000;-87786000;24126000;;24126000;22115000
FNB;446814;USD;2018;Q1;2018-03-31;2018-05-10;2018-05-10;323740956;325766968;293608000;-14495000;279113000;-171083000;108030000;;108030000;-21268000;86762000;;86762000;84752000
FNB;446814;USD;2018;Q2;2018-06-30;2018-08-07;2018-08-07;324170177;325730049;304244000;-15554000;288690000;-183013000;105677000;;105677000;-20471000;85206000;;85206000;83196000
FNB;446814;USD;2018;Q3;2018-09-30;2018-11-07;2018-11-07;324435939;325653131;309621000;-15975000;293646000;-170729000;122917000;;122917000;-22154000;100763000;;100763000;98753000
FNB;446814;USD;2018;Q4;2018-12-31;2019-02-26;2019-02-26;324481720;325344264;300527000;-14976000;285551000;-170175000;115376000;;115376000;-15107000;100269000;;100269000;98299000
FNB;446814;USD;2019;Q1;2019-03-31;2019-05-07;2019-05-07;324640715;325828834;296000000;-14000000;282000000;-166000000;116000000;;116000000;-22000000;94000000;;94000000;92000000
GS;60439;USD;2009;Q2;2009-06-30;2009-08-05;2010-08-09;514100000;551000000;13761000000;;13761000000;-8732000000;5029000000;;5029000000;-1594000000;3435000000;;3435000000;2718000000
GS;60439;USD;2009;Q3;2009-09-30;2009-11-04;2010-11-09;525900000;576900000;12372000000;;12372000000;-7578000000;4794000000;;4794000000;-1606000000;3188000000;;3188000000;3028000000
GS;60439;USD;2009;Q4;2009-12-31;2010-02-09;2012-02-28;531800000;586500000;9615000000;;9615000000;-2238000000;7377000000;;7377000000;-2429000000;4948000000;;4948000000;4787000000
GS;60439;USD;2010;Q1;2010-03-31;2010-05-10;2011-05-10;546000000;590000000;12775000000;;12775000000;-7616000000;5159000000;;5159000000;-1703000000;3456000000;;3456000000;3296000000
GS;60439;USD;2010;Q2;2010-06-30;2010-08-09;2011-08-09;539800000;580400000;8841000000;;8841000000;-7393000000;1448000000;;1448000000;-835000000;613000000;;613000000;453000000
GS;60439;USD;2010;Q3;2010-09-30;2010-11-09;2011-11-09;541200000;582700000;8903000000;;8903000000;-6092000000;2811000000;;2811000000;-913000000;1898000000;;1898000000;1737000000
GS;60439;USD;2010;Q4;2010-12-31;2011-03-01;2013-03-01;541000000;588100000;8642000000;;8642000000;-5168000000;3474000000;;3474000000;-1087000000;2387000000;;2387000000;2227000000
GS;60439;USD;2011;Q1;2011-03-31;2011-05-10;2012-05-10;540600000;583000000;11894000000;;11894000000;-7854000000;4040000000;;4040000000;-1305000000;2735000000;;2735000000;908000000
GS;60439;USD;2011;Q2;2011-06-30;2011-08-09;2012-08-09;531900000;569500000;7281000000;;7281000000;-5669000000;1612000000;;1612000000;-525000000;1087000000;;1087000000;1052000000
GS;60439;USD;2011;Q3;2011-09-30;2011-11-09;2012-11-08;518200000;518200000;3587000000;;3587000000;-4317000000;-730000000;;-730000000;337000000;-393000000;;-393000000;-428000000
GS;60439;USD;2011;Q4;2011-12-31;2012-02-28;2014-02-28;507700000;556900000;6049000000;;6049000000;-4802000000;1247000000;;1247000000;-234000000;1013000000;;1013000000;978000000
GS;60439;USD;2012;Q1;2012-03-31;2012-05-10;2013-05-09;510800000;529200000;9949000000;;9949000000;-6768000000;3181000000;;3181000000;-1072000000;2109000000;;2109000000;2074000000
GS;60439;USD;2012;Q2;2012-06-30;2012-08-09;2013-08-08;501500000;520300000;6627000000;;6627000000;-5212000000;1415000000;;1415000000;-453000000;962000000;;962000000;927000000
GS;60439;USD;2012;Q3;2012-09-30;2012-11-08;2013-11-07;491200000;510900000;8351000000;;8351000000;-6053000000;2298000000;;2298000000;-786000000;1512000000;;1512000000;1458000000
GS;60439;USD;2012;Q4;2012-12-31;2013-03-01;2015-02-23;481300000;504000000;9236000000;;9236000000;-4923000000;4313000000;;4313000000;-1421000000;2892000000;;2892000000;2833000000
GS;60439;USD;2013;Q1;2013-03-31;2013-05-09;2014-05-09;482100000;509800000;10090000000;;10090000000;-6717000000;3373000000;;3373000000;-1113000000;2260000000;;2260000000;2188000000
GS;60439;USD;2013;Q2;2013-06-30;2013-08-08;2014-08-07;473200000;503500000;8612000000;;8612000000;-5967000000;2645000000;;2645000000;-714000000;1931000000;;1931000000;1861000000
GS;60439;USD;2013;Q3;2013-09-30;2013-11-07;2014-11-05;463400000;496400000;6722000000;;6722000000;-4555000000;2167000000;;2167000000;-650000000;1517000000;;1517000000;1429000000
GS;60439;USD;2013;Q4;2013-12-31;2014-02-28;2016-03-02;466500000;488700000;8782000000;;8782000000;-5230000000;3552000000;;3552000000;-1220000000;2332000000;;2332000000;2248000000
GS;60439;USD;2014;Q1;2014-03-31;2014-05-09;2015-05-05;468600000;484600000;9328000000;;9328000000;-6307000000;3021000000;;3021000000;-988000000;2033000000;;2033000000;1949000000
GS;60439;USD;2014;Q2;2014-06-30;2014-08-07;2015-08-03;461700000;475900000;9125000000;;9125000000;-6304000000;2821000000;;2821000000;-784000000;2037000000;;2037000000;1953000000
GS;60439;USD;2014;Q3;2014-09-30;2014-11-05;2015-11-03;455500000;469200000;8387000000;;8387000000;-5082000000;3305000000;;3305000000;-1064000000;2241000000;;2241000000;2143000000
GS;60439;USD;2014;Q4;2014-12-31;2015-02-23;2017-02-27;449800000;463100000;7688000000;;7688000000;-4478000000;3210000000;;3210000000;-1044000000;2166000000;;2166000000;2032000000
GS;60439;USD;2015;Q1;2015-03-31;2015-05-05;2016-05-06;453300000;462900000;10617000000;;10617000000;-6683000000;3934000000;;3934000000;-1090000000;2844000000;;2844000000;2748000000
GS;60439;USD;2015;Q2;2015-06-30;2015-08-03;2016-08-04;451400000;461600000;9069000000;;9069000000;-7343000000;1726000000;;1726000000;-678000000;1048000000;;1048000000;916000000
GS;60439;USD;2015;Q3;2015-09-30;2015-11-03;2016-11-03;449000000;458600000;6861000000;;6861000000;-4815000000;2046000000;;2046000000;-620000000;1426000000;;1426000000;1330000000
GS;60439;USD;2015;Q4;2015-12-31;2016-02-22;2018-02-26;441900000;451300000;7273000000;;7273000000;-6201000000;1072000000;;1072000000;-307000000;765000000;;765000000;574000000
GS;60439;USD;2016;Q1;2016-03-31;2016-05-06;2017-05-04;440800000;447400000;6338000000;;6338000000;-4762000000;1576000000;;1576000000;-441000000;1135000000;;1135000000;1200000000
GS;60439;USD;2016;Q2;2016-06-30;2016-08-04;2017-08-04;431900000;439200000;7932000000;;7932000000;-5469000000;2463000000;;2463000000;-641000000;1822000000;;1822000000;1634000000
GS;60439;USD;2016;Q3;2016-09-30;2016-11-03;2017-11-03;422400000;430200000;8168000000;;8168000000;-5300000000;2868000000;;2868000000;-774000000;2094000000;;2094000000;2100000000
GS;60439;USD;2016;Q4;2016-12-31;2017-02-27;2018-02-26;414500000;423600000;8170000000;;8170000000;-4773000000;3397000000;;3397000000;-1050000000;2347000000;;2347000000;2153000000
GS;60439;USD;2017;Q1;2017-03-31;2017-05-04;2018-05-04;412500000;420100000;8026000000;;8026000000;-5487000000;2539000000;;2539000000;-284000000;2255000000;;2255000000;2162000000
GS;60439;USD;2017;Q2;2017-06-30;2017-08-04;2017-08-04;406100000;413300000;7887000000;;7887000000;-5378000000;2509000000;;2509000000;-678000000;1831000000;;1831000000;1631000000
GS;60439;USD;2017;Q3;2017-09-30;2017-11-03;2017-11-03;398200000;405700000;8326000000;;8326000000;-5350000000;2976000000;;2976000000;-848000000;2128000000;;2128000000;2035000000
GS;60439;USD;2017;Q4;2017-12-31;2018-02-26;2018-02-26;389600000;397300000;7834000000;;7834000000;-4726000000;3108000000;;3108000000;-5036000000;-1928000000;;-1928000000;-2143000000
GS;60439;USD;2018;Q1;2018-03-31;2018-05-04;2018-05-04;389100000;393800000;10036000000;;10036000000;-6617000000;3419000000;;3419000000;-587000000;2832000000;;2832000000;2737000000
GS;60439;USD;2018;Q2;2018-06-30;2018-08-03;2018-08-03;387800000;392600000;9402000000;;9402000000;-6126000000;3276000000;;3276000000;-711000000;2565000000;;2565000000;2348000000
GS;60439;USD;2018;Q3;2018-09-30;2018-11-02;2018-11-02;385400000;390500000;8646000000;;8646000000;-5568000000;3078000000;;3078000000;-554000000;2524000000;;2524000000;2453000000
GS;60439;USD;2018;Q4;2018-12-31;2019-02-26;2019-02-26;379300000;383900000;8532000000;;7858000000;-5150000000;2708000000;;2708000000;-170000000;2538000000;;2538000000;2322000000
GS;60439;USD;2019;Q1;2019-03-31;2019-05-06;2019-05-06;379800000;382400000;8807000000;-224000000;8583000000;-5864000000;2719000000;;2719000000;-468000000;2251000000;;2251000000;2182000000
HBAN;378164;USD;2009;Q4;2009-12-31;2010-01-29;2012-02-17;715334000;715334000;618609000;-893991000;-275382000;-322595000;-597977000;;-597977000;228290000;-369687000;;-369687000;-398976000
HBAN;378164;USD;2010;Q1;2010-03-31;2010-04-29;2011-04-29;716320000;718593000;634745000;-235008000;399737000;-398093000;1644000;;1644000;38093000;39737000;;39737000;10380000
HBAN;378164;USD;2010;Q2;2010-06-30;2010-07-29;2011-08-08;716580000;719387000;669299000;-193406000;475893000;-413810000;62083000;;62083000;-13319000;48764000;;48764000;19338000
HBAN;378164;USD;2010;Q3;2010-09-30;2010-10-29;2011-10-31;716911000;719567000;677105000;-119160000;557945000;-427309000;130636000;;130636000;-29690000;100946000;;100946000;71451000
HBAN;378164;USD;2010;Q4;2010-12-31;2011-02-18;2013-02-15;757925000;760581000;679514000;-86973000;592541000;-434593000;157948000;;157948000;-35048000;122900000;;122900000;39146000
HBAN;378164;USD;2011;Q1;2011-03-31;2011-04-29;2012-04-30;863359000;867237000;641275000;-49385000;591890000;-430699000;161191000;;161191000;-34745000;126446000;;126446000;118743000
HBAN;378164;USD;2011;Q2;2011-06-30;2011-08-08;2012-07-30;863358000;867469000;659104000;-35797000;623307000;-428409000;194898000;;194898000;-48980000;145918000;;145918000;138214000
HBAN;378164;USD;2011;Q3;2011-09-30;2011-10-31;2012-10-31;863911000;867633000;665037000;-43586000;621451000;-439118000;182333000;;182333000;-38942000;143391000;;143391000;135688000
HBAN;378164;USD;2011;Q4;2011-12-31;2012-02-17;2014-02-14;864136000;868157000;644377000;-45291000;599086000;-430274000;168812000;;168812000;-41954000;126858000;;126858000;119155000
HBAN;378164;USD;2012;Q1;2012-03-31;2012-04-30;2013-04-29;864499000;869164000;702529000;-34406000;668123000;-462676000;205447000;;205447000;-52177000;153270000;;153270000;145221000
HBAN;378164;USD;2012;Q2;2012-06-30;2012-07-30;2013-07-29;862261000;867551000;682781000;-36520000;646261000;-444269000;201992000;;201992000;-49286000;152706000;;152706000;144722000
HBAN;378164;USD;2012;Q3;2012-09-30;2012-10-31;2013-11-07;857871000;863588000;691365000;-37004000;654361000;-458303000;196058000;;196058000;-28291000;167767000;;167767000;159784000
HBAN;378164;USD;2012;Q4;2012-12-31;2013-02-15;2015-02-13;847217000;853305000;740170000;-39458000;700712000;-470628000;230084000;;230084000;-72537000;157547000;;157547000;149574000
HBAN;378164;USD;2013;Q1;2013-03-31;2013-04-29;2014-04-28;841103000;848708000;680788000;-29592000;651196000;-442793000;208403000;;208403000;-55129000;153274000;;153274000;145304000
